,note,nrate,ingre,time,rooturl,pattern,recipeurl,budget,level,likes,nutriscore,ecoscore
Curry de légumes aux falafels,0,0,"HERTA® LE BON VEGETAL® Falafels,poireau,butternut de petite taille,navet de grosse taille,oignons tiges,lait de coco,eau,curry.Epluchez le butternut, le navet et les...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=192&page=17,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_curry-de-legumes-aux-boulettes-falafels_528913.aspx,bon marché,facile,0,,
Bûche Noël Fruit Chocolat,0,0,"oeuf (blancs et jaunes séparés),farine,sucre en poudre,mascarpone,blanc d'oeuf,sucre en poudre,framboises surgelées (ou autre fruit),crème entière,chocolat,beurre.Génoise :Préchauffer le four à...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=192&page=17,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_buche-noel-fruit-chocolat_313782.aspx,bon marché,facile,79,d,c
Dessert de céréales quaker,0,0,"eau,lait concentré (sucré ou non),céréale ""quaker"".Faire chauffer à feu doux de l'eau, avec 1 poignée et demi de céréales ""quaker""; porter à ébullition.Dès que ça bout, retirer la casserole...",30,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=192&page=17,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_dessert-de-cereales-quaker_53709.aspx,bon marché,très facile,10,a,b
Crème dessert de Stéf,0,0,"oeuf entiers,jaune d'oeuf,sucre,sucre vanillé,lait,crème liquide,caramel liquide.Mettre 1 cuillère à café (à peu près suivant le gout de chacun) de caramel liquide (acheté ou fait maison) dans...",95,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=192&page=17,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_creme-dessert-de-stef_342655.aspx,bon marché,très facile,66,d,b
Bûche de Noël légère aux marrons,4.2,5,"oeuf,sucre en poudre,farine,cacao non sucré,sel (dans les blancs en neige),sirop de sucre de canne,rhum,beurre,crème liquide,brisures de marrons glacés,crème de marron.Préchauffer le four à 210°C...",70,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=192&page=17,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_buche-de-noel-legere-aux-marrons_221776.aspx,Coût moyen,Niveau moyen,315,e,c
Brownie chocolat au marc de café,2,1,"pomme,eau,marc de café,sucre de canne foncé,sucre de canne clair,chocolat noir,farine,huile d'olive,cacao en poudre,noix,sel.Laver et couper les pommes en petits morceaux....",70,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=192&page=17,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_brownie-chocolat-au-marc-de-cafe_528414.aspx,bon marché,facile,0,,
Buche de noel à la praline et framboises,0,0,"oeuf,sucre en poudre,farine,beurre fondu et tiède,lait,beurre (30gr + 70gr),sucre en poudre (10gr + 60gr),jaune d'oeuf,pralinoise,maïzena,framboises ou 300/400 gr de framboises surgelées..Préparation...",160,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=192&page=17,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_buche-de-noel-a-la-praline-et-framboises_232232.aspx,Coût moyen,Niveau moyen,224,d,c
"Buche traditionnelle de noël, biscuit au marron",0,0,"chocolat,crème de marron,oeuf,lait,sucre,farine,chocolat,eau.Faire fondre le chocolat au bain-marie.Dans une casserole mettre le sucre, la farine puis l'oeuf et mélanger le lait petit à petit.Faire...",195,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=192&page=17,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_buche-traditionnelle-de-noel-biscuit-au-marron_335819.aspx,bon marché,facile,52,d,c
Bouquettes liégeoises (crêpes belges de Noël),5,3,"farine pour pâtisserie,farine de sarrasin (farine de blé noir),levure fraîche (3 cubes),oeuf,lait,eau,rhum,raisins secs selon le goût,matière grasse pour cuire,cassonade,sucre fin.Faire tremper les...",245,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=192&page=17,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_bouquettes-liegeoises-crepes-belges-de-noel_65618.aspx,bon marché,facile,463,a,b
Le famous pain d'épices de Noël,0,0,"miel liquide,lait,beurre,farine blanche,farine complète,levure chimique,cassonade,oeuf entier,cerneau de noix,amandes poudre,muscade,cannelle,cumin,clou de girofle,orange,orange,sucre blanc.Faire...",75,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=192&page=17,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_le-famous-pain-d-epices-de-noel_342833.aspx,Coût moyen,facile,145,d,c
Féroce d’avocat de Julien Duboué,0,0,"avocat,morue,farine de manioc,citron,noix de coco,piment doux,piment fort,citron,gingembre.Faire griller la morue à la poêle.Coupez les avocats en deux, retirez les...",20,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=192&page=17,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_feroce-d-avocat-de-julien-duboue_528201.aspx,bon marché,facile,0,,
Petits coeurs ( petits fours de Noël ),4.2,14,"jaune d'oeuf,sucre fin,sucre vanillé,citron râpé,noisettes moulues,levure chimique,sucre glace,eau chaude,rhum.Travailler les jaunes d'oeufs en mousse avec le sucre et le sucre vanillé. Ajouter le...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=204&page=18,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_petits-coeurs-petits-fours-de-noel_19507.aspx,Coût moyen,facile,4100,d,c
Biscuits de Noël aux noisettes (Nüsskipfel),4.4,16,"beurre,farine,noisettes en poudre,sucre,sucre vanillé,sucre glace.Mélanger le beurre, la farine, et les noisettes en poudre pour obtenir une pâte.La rouler en saucisse d'environ 2,5 cm de...",25,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=204&page=18,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_biscuits-de-noel-aux-noisettes-nusskipfel_43155.aspx,bon marché,très facile,2700,e,c
Bûche de Noël au café - chocolat noisette,4.4,20,"oeuf,sucre,farine,sucre vanillé,levure chimique,noisettes moulues,crème épaisse,sucre,chocolat à moudre,beurre mou,jaune d'oeuf,sucre glace,whisky (ou autre selon préférence),café de café...",98,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=204&page=18,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_buche-de-noel-au-cafe-chocolat-noisette_54279.aspx,bon marché,facile,100,e,d
Biscuits de noël à la confiture vegan,5,1,"confiture,farine,margarine,sucre,sel,eau,sucre glace facultatif.Mélanger ensemble la farine, le sucre et le sel.Ajouter la margarine, en morceaux et pétrir la pâte jusqu'à obtention d'une matière...",115,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=204&page=18,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_biscuits-de-noel-a-la-confiture-vegan_392080.aspx,bon marché,très facile,0,d,b
Blanquette de saumon romarin au Cookeo,0,0,"saumon dos  coupé en cubes de 30 g environ,champignon de Paris émincés,oignon ciselé,carotte émincées finement,moules cuites,bouquet garni,romarin,crème fraîche épaisse...",18,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=204&page=18,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_blanquette-de-saumon-romarin_529185.aspx,Coût moyen,très facile,0,,
Confiture de Noël aux fruits secs,4.6,28,"citron,orange,pomme,poire bien mûres,pruneau dénoyautés,datte,figue sèches,abricot secs,raisins secs,cerneau de noix,amandes,cannelle,sucre roux.Brossez le citron et les oranges sous l'eau courante....",85,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=204&page=18,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_confiture-de-noel-aux-fruits-secs_15997.aspx,Coût moyen,facile,1300,c,c
Bûche de Noël à la mousse au chocolat,4.5,99,"sucre,farine,oeuf,jus de citron,levure,sucre vanillé,liqueur de fruit,chocolat,oeuf,beurre mou,sucre glace,oeuf entier,café de café soluble (ou chocolat fondu ou grand marnier, selon le parfum...",130,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=204&page=18,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_buche-de-noel-a-la-mousse-au-chocolat_19804.aspx,bon marché,Niveau moyen,1500,d,c
Schokobredle (petits gâteaux de noël au chocolat),2.7,6,"farine,sucre,beurre fondu,chocolat noir fondu,citron ou quelques zestes,bicarbonate de sodium,jaune d'oeuf pour dorer + 1/2 sachet de sucre vanillé.Mélanger farine, sucre, beurre, chocolat, citron et...",13,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=204&page=18,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_schokobredle-petits-gateaux-de-noel-au-chocolat_53308.aspx,bon marché,très facile,212,d,c
Verrine de Noel aux marrons glacés,5,3,"oeuf,mascarpone,sucre en poudre,orange,pain d'épices,marrons glacés.Séparer le blanc du jaune d'oeuf et monter le blanc en neige. Réserver.Mélanger le jaune d'oeuf, le mascarpone et le sucre en...",30,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=204&page=18,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_verrine-de-noel-aux-marrons-glaces_342959.aspx,bon marché,très facile,416,c,c
Magret de l’été par Laurent Mariotte,0,0,"Magret de Canard de 350 g chacun,pruneau avec noyaux,oignon fanes,airelles en pot,sel,poivre du moulin.Préchauffez la plancha à 200°C.Dégraissez partiellement les bords...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=204&page=18,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_magret-de-l-ete-par-laurent-mariotte_527915.aspx,Coût moyen,facile,0,,
Tarte de Noël aux fruits secs,2.8,4,"pomme,mandarine,figue séchées,abricot secs,datte,raisins secs,orange confite,amandes en poudre,miel,cardamome,cannelle,pâte brisée.Etaler la pâte à tarte, froncer le moule. Répartir sur ce fonds...",70,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=204&page=18,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_tarte-de-noel-aux-fruits-secs_15332.aspx,Coût moyen,très facile,395,b,c
Petits sablés ( petits fours de NOEL),3.9,19,"beurre ou margarine,sucre glace,sucre vanillé,sel,farine,levure chimique.Travailler le beurre ou la margarine en mousse. Ajouter peu à peu le sucre glace, le sucre vanillé et le sel. Incorporer par...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=204&page=18,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_petits-sables-petits-fours-de-noel_19508.aspx,Coût moyen,facile,758,e,c
Burger de Dordogne par Laurent Mariotte,5,1,"petit pain à burger,boeuf haché,oignon rouge,sucrine,tomate type Marmande,Sauce basque ou 1 cuil. à café de purée de piment,mayonnaise,tomme de brebis en tranches,sel fin...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=204&page=18,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_burger-de-dordogne-par-laurent-mariotte_527873.aspx,bon marché,facile,0,,
Couques de Noël (délicieux biscuits vanillés),4.1,31,"beurre en morceaux durs,farine (non fermentante),sucre,sucre vanillé,jaune d'oeuf,lait,biscuit (les petites boules colorées sucrées sont mes favorites et donnent un très beau résultat!).Mélanger le...",30,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=216&page=19,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_couques-de-noel-delicieux-biscuits-vanilles_44137.aspx,bon marché,très facile,2400,d,c
Délice de Noël aux deux chocolats ,5,1,"sucre,farine,oeuf,chocolat noir,crème liquide,chocolat au lait,crème liquide,sucre,eau,grand-marnier.Préparation du biscuit cuillère :Séparer les blancs des jaunes.Mélanger les jaunes avec la...",70,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=216&page=19,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_delice-de-noel-aux-deux-chocolats_342955.aspx,Coût moyen,Niveau moyen,216,d,c
Patates douces farcies végétariennes de Noël,4.4,5,"patate douce ou 4 si elles sont petites,noix,tomme,sel,poivre,marrons cuits,champignon de Paris,ail,chapelure,oignon,huile d'olive,poireau,sauge.Cuire les patates douces, départ eau froide.Hacher l'ail...",106,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=216&page=19,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_patates-douces-farcies-vegetariennes-de-noel_349217.aspx,bon marché,facile,3200,a,c
Bûche de Noël aux fruits et mascarpone,4.7,184,"oeuf,farine,sucre en poudre,sucre vanillé,levure chimique,sirop de fruits,rhum,mascarpone,fruits (frais ou surgelés!),sucre en poudre,mascarpone,sucre glace,vanille liquide.Préparation du gâteau...",245,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=216&page=19,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_buche-de-noel-aux-fruits-et-mascarpone_65657.aspx,Coût moyen,facile,1600,d,c
Fajitas de boeuf par Laurent Mariotte,0,0,"tortilla souples,oignon rouge,huile de pépin de raisin,rumsteck,cumin en poudre,haricots rouges,maïs,coulis de tomate,oignon frit séché (quelques poignées),salade,cheddar...",30,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=216&page=19,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_fajitas-de-boeuf-par-laurent-mariotte_529725.aspx,bon marché,facile,0,,
Sabayon de Noël aux marrons glacés,3.4,9,"sucre cristallisé,sucre vanillé,jaune d'oeuf,vin blanc sec,vin blanc moelleux,marsala (aux amandes),marrons glacés.En suivant bien cet ordre, mettez les jaunes dans une petite casserole. Ajoutez le...",25,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=216&page=19,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_sabayon-de-noel-aux-marrons-glaces_19178.aspx,Coût moyen,Niveau moyen,715,b,c
Pavlova de Noël mangue et fruit de la passion,3.3,3,"blanc d'oeuf,sucre,vinaigre cidre de pomme,sel,fécule de maïs,sucre,crème entière,yaourt nature,citron,mangue,fruit de la passion.Préchauffer votre four à 150 C°/ Thermostat 5.Battre...",155,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=216&page=19,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_pavlova-de-noel-mangue-et-fruit-de-la-passion_379130.aspx,bon marché,facile,2,c,c
Bottereaux façon mamie Noelle,4,1,"farine,oeuf,levure de boulangerie,levure chimique,sucre,beurre demi-sel,crème épaisse,lait entier,huile pour la friture (environ 2 litres).Préparez la levure chimique dans un peu d'eau tiède (en...",190,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=216&page=19,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_bottereaux-facon-mamie-noelle_219971.aspx,bon marché,Niveau moyen,240,c,b
Bûche de Noël noix de coco-chocolat,4.7,7,"biscuit ,oeuf,farine,levure,sucre,sucre vanillé,beurre,noix de coco rapée,malibu ou liqueur de coco,jaune d'oeuf,sucre,sucre vanillé,beurre,chocolat pâtissier,mascarpone,sucre glace,extrait de...",90,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=216&page=19,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_buche-de-noel-noix-de-coco-et-chocolat_175033.aspx,Coût moyen,facile,829,d,c
Risotto de gambas & clémentines au Cookeo,0,0,"riz pour risotto,oignon pelé et ciselé,bouillon de légumes ou fumet de poisson,parmesan râpé,queue de crevette gambas (taille 12/16) crues et décortiquées,huile...",16,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=216&page=19,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_risotto-de-gambas-clementines_529173.aspx,Coût moyen,très facile,0,,
Iles flotantes sur coulis de fraises (dessert ultra light),4.5,22,"fraises,blanc d'oeuf,sucre ou d'édulcorant.Faire bouillir de l'eau dans une casserole assez large.Laver et égoutter les fraises. Les mixer avec 2 cuillères à soupe de sucre, jusqu'à obtention d'un...",20,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=216&page=19,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_iles-flotantes-sur-coulis-de-fraises-dessert-ultra-light_37124.aspx,bon marché,très facile,3000,a,c
Dessert glacé à la banane et aux raisins,0,0,"raisin vert,banane,oeuf,maïzena,yaourt nature,citron (pour son jus),cannelle,arôme de vanille,quatre-épices.Couper les raisins en quartier et les épépiner.Les faire chauffer à feu vif pendant 2...",15,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=216&page=19,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_dessert-glace-a-la-banane-et-aux-raisins_305222.aspx,bon marché,facile,51,a,c
Dessert de soupe à la banane,5,1,"banane,orange,citron vert,sucre,eau.Faire chauffer l'eau avec le sucre, verser dans un saladier.mettre le zeste de l'orange et du citron vert.Presser l'orange et le citron vert, mettre dans le...",15,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=216&page=19,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_dessert-de-soupe-a-la-banane_65413.aspx,bon marché,très facile,56,b,b
cookies de Noël aux raisins et à la cannelle,3.9,9,"sucre,farine,beurre fondu,cannelle en poudre,oeuf,sucre vanillé,raisins secs.Dans un saladier, mélangez la farine, le sucre, la cannelle, le sucre vanillé, et les raisins secs. Mélangez, afin que...",30,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=216&page=19,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_cookies-de-noel-aux-raisins-et-a-la-cannelle_43412.aspx,bon marché,très facile,1200,d,c
Tartinade de petits pois et ricotta,5,1,"ricotta,petits pois surgelés,Bugles® saveur fromage,estragon,écorce de citron,jus de citron,huile d'olive,sel,poivre.Mettez les petits pois dans un plat résistant à la...",10,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=216&page=19,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_hap-pea-dip_392112.aspx,bon marché,très facile,0,,
Pâte à tartiner de Noël pain d'épices,0,0,"crème fleurette,chocolat blanc,miel,beurre demi-sel,cannelle,gingembre,muscade.Faites chauffer au micro-ondes la crème fleurette 2 minutes à 560 watts.Mélanger la tablette de chocolat blanc en...",192,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=228&page=20,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_pate-a-tartiner-de-noel-pain-d-epices_391394.aspx,bon marché,facile,0,e,c
Petits gâteaux de Noël alsacien au beurre (Butterbredle),4.4,36,"farine,beurre,sucre,jaune d'oeuf (dont 1 pour dorer les petits gâteaux).Mélanger l'ensemble de ces ingrédients. Laisser reposer la pâte minimum 2 heures. Préchauffer le four à 180°C ou Th 6 . Puis...",40,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=228&page=20,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_petits-gateaux-de-noel-alsacien-au-beurre-butterbredle_19364.aspx,Coût moyen,facile,2500,d,c
Dessert pour garder ligne,0,0,"fromage blanc 0%,édulcorant en poudre,gélatine,lait écrémé,coulis de fruits rouges.Faire tremper les feuilles de gélatine dans de l'eau froide 5-10 minutes afin qu'elles ramollissent. Pendant ce...",15,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=228&page=20,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_dessert-pour-garder-ligne_70537.aspx,bon marché,très facile,104,a,b
Dessert à l'ananas,0,0,"oeuf,sucre,crème liquide,ananas,gélatine.Faire fondre la gélatine dans un peu de jus d'ananas.Mixer l'ananas. Incorporer la gélatine, puis ajouter les 3 jaunes d'oeufs battus avec le sucre.  Ajouter...",15,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=228&page=20,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_dessert-a-l-ananas_223957.aspx,bon marché,très facile,208,d,c
Crispies de sarrasin à la chicorée,0,0,"sarrasin graines,sucre de canne complet,chicorée,huile,sel.Mélanger les graines de sarrasin avec le sucre de canne complet (muscovado ou rapadura), la chicorée, l'huile...",10,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=228&page=20,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_crispies-de-sarrasin-a-la-chicoree_528492.aspx,Coût moyen,facile,0,,
"Gâteau pomme-cannelle, ambiance Noël",2.5,4,"farine,beurre,sucre,levure,oeuf,lait,chocolat blanc pâtissier,pomme,cannelle en poudre.Faites préchauffer le four à 180°C (thermostat 6).Préparez un moule rond à bords hauts. Découpez du papier...",50,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=228&page=20,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_gateau-pomme-cannelle-ambiance-noel_173989.aspx,bon marché,facile,756,d,c
Riz de Noël,0,0,"riz rond,sucre,beurre,pruneau,datte séchées,raisins secs,écorces d'oranges confites,cerise confites,angélique confite,gingembre confit,amandes mondés,essence d'amande amère.Faites bouillir 2 l...",105,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=228&page=20,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_riz-de-noel_30022.aspx,Coût moyen,facile,55,c,c
Tajine de Noël,5,1,"mouton,boudin blanc au morilles (ou autre),tomate en dés avec leur jus,navet,haricot vert plats d’Espagne (surgelés ou frais),haricot vert surgelés,carotte,bouillon de mouton en cube,Ras el...",215,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=228&page=20,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_tajine-de-noel_314375.aspx,Coût moyen,facile,115,d,d
Pompe de Noël,0,0,"levure de boulanger,lait,farine,huile d'olive,sel,sucre,oeuf,jaune d'oeuf pour dorer.Délayez la levure dans le lait tiède et mélangez le tout avec 75 g de farine.Laissez gonfler pendant 2...",90,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=228&page=20,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_pompe-de-noel_22293.aspx,bon marché,Niveau moyen,81,c,b
Effiloché de porc par Laurent Mariotte,5,5,"échine de porc fermier de 1,8 kg,oignon rouge,huile de tournesol,sel,poivre du moulin,ketchup bio,paprika,moutarde,vinaigre de vin,sauce worcestershire,miel.Préchauffez le...",195,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=228&page=20,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_effiloche-de-porc-par-laurent-mariotte_392661.aspx,bon marché,facile,0,,
Avocat en dessert surprise,0,0,"avocat bien mûrs,kiwi,groseille blanches,raisin noir,sorbet au citron vert,jus de citron vert,sucre glace,menthe pour la décoration.Couper les avocats en deux et ôter le noyau. Enlever la pulpe sans...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=228&page=20,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_avocat-en-dessert-surprise_59550.aspx,Coût moyen,très facile,41,a,c
Dessert Philadelphia et spéculoos,5,3,"spéculoos,beurre,Philadelphia,eau,jus de citron,sucre vanillé,sucre fin,crème fraîche,gélatine.Réduisez les spéculoos en chapelure fine et mélangez cette poudre avec le beurre fondu. Étalez...",12,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=228&page=20,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_dessert-au-philadelphia-et-speculoos_222353.aspx,bon marché,facile,410,e,b
Dessert blanc parfumé,0,0,"fromage blanc à 20 ou 30% de matière grasse,ananas frais,fraises,cannelle,fleur d'oranger,cigarette russe.Dans un saladier, ajouter la cannelle au fromage blanc de façon à obtenir une bonne...",15,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=228&page=20,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_dessert-blanc-parfume_225912.aspx,bon marché,facile,37,a,c
dessert à la banane,1,1,"banane,citron,sucre,café soluble.Mixer les 6 bananes avec le jus des citron, le sucre et le café soluble.Augmenter/diminuer les proportions selon le goût de chacun.Servir très frais.",5,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=228&page=20,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_dessert-a-la-banane_67870.aspx,bon marché,très facile,145,a,d
Courgettes farcies au Reblochon de Savoie,2.5,2,"Reblochon de Savoie,sel,courgette,poivre,riz cuit,crème fraîche,ciboulette,persil.Mettre les courgettes entières à cuire 8mn dans l’eau bouillante salée.Les...",25,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=228&page=20,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_courgettes-farcies-au-reblochon-de-savoie_392131.aspx,bon marché,facile,0,,
Petits gâteaux de Noël de mémé ou bredele de mémé,4.9,37,"beurre fondu,noix ou amandes ou noisette, au choix,sucre,farine,oeuf entiers,levure,noix ou amandes émondées ou noisettes entières.Mélanger le tout (sauf les noix ou amandes ou noisettes entières)....",20,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=240&page=21,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_petits-gateaux-de-noel-de-meme-ou-bredele-de-meme_65530.aspx,bon marché,très facile,2800,d,c
Bûche de Noël à la mousse au chocolat facile,4.1,12,"oeuf,farine,sucre en poudre,levure,huile,chocolat pâtissier,jaune d'oeuf,crème épaisse,rhum,blanc d'oeuf battus en neige,chocolat pour le glacage.Préparer la génoise : Casser les oeufs en séparant...",45,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=240&page=21,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_buche-de-noel-a-la-mousse-au-chocolat-facile_96583.aspx,bon marché,facile,1400,d,c
Bûche de Noel chocolat framboise sans gluten et sans lactose,0,0,"farine de riz,farine de millet,maïzena,sucre blanc,sucre cassonade,cacao en poudre type Van Houten,oeuf,chocolat noir à 70% de cacao,tofu soyeux,framboises fraîches ou en sirop,chocolat,huile de...",150,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=240&page=21,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_buche-de-noel-chocolat-framboise-sans-gluten-et-sans-lactose_343009.aspx,bon marché,facile,69,c,c
Petits gâteaux de Noël à la cannelle (Alsace),4.3,40,"farine,sucre,beurre,oeuf,cannelle moulue,citron,jaune d'oeuf pour dorer.Mettre la farine en fontaine, ajouter le beurre ainsi que la cannelle, sucre, le zeste de citron et les œufs. Mélanger du bout...",35,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=240&page=21,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_petits-gateaux-de-noel-a-la-cannelle-alsace_19636.aspx,bon marché,très facile,4800,d,c
Macarons au fruit de la Passion et au Nutella®,0,0,"chocolat blanc,jus de fruit de la passion,mangue en purée,gélatine,fécule de maïs,sucre semoule,Nutella®,poudre d'amandes fine,sucre glace,sucre semoule,blanc...",295,https://www.marmiton.org/recettes/recherche.aspx?aqt=Desserts-de-Noël&start=240&page=21,Desserts-de-Noël,https://www.marmiton.org/recettes/recette_macarons-au-fruit-de-la-passion-et-au-nutella_528905.aspx,bon marché,Niveau moyen,0,,
